z,reference_u0,reference_u1
4.209734155810322676e-02,-3.960147144858551516e-02,1.704845993280589000e-01
4.222300526424681288e-02,-3.972342363335097659e-02,1.703221948734069402e-01
4.234866897039040595e-02,-3.984539761107787348e-02,1.701593736109416055e-01
4.247433267653399902e-02,-3.996739334178418812e-02,1.699961358328412331e-01
4.259999638267759209e-02,-4.008941078528958230e-02,1.698324818320908203e-01
4.272566008882118516e-02,-4.021144990121565399e-02,1.696684119024826909e-01
4.285132379496477129e-02,-4.033351064898621496e-02,1.695039263386174666e-01
4.297698750110836435e-02,-4.045559298782751279e-02,1.693390254359045943e-01
4.310265120725195742e-02,-4.057769687676853615e-02,1.691737094905634842e-01
4.322831491339555049e-02,-4.069982227464124386e-02,1.690079787996241201e-01
4.335397861953914356e-02,-4.082196914008084931e-02,1.688418336609280035e-01
4.347964232568272969e-02,-4.094413743152606339e-02,1.686752743731288751e-01
4.360530603182632275e-02,-4.106632710721938584e-02,1.685083012356935750e-01
4.373096973796991582e-02,-4.118853812520734820e-02,1.683409145489030145e-01
4.385663344411350889e-02,-4.131077044334079823e-02,1.681731146138526201e-01
4.398229715025710196e-02,-4.143302401927514284e-02,1.680049017324535543e-01
4.410796085640068809e-02,-4.155529881047067414e-02,1.678362762074333825e-01
4.423362456254428116e-02,-4.167759477419277075e-02,1.676672383423368495e-01
4.435928826868787422e-02,-4.179991186751223081e-02,1.674977884415267959e-01
4.448495197483146729e-02,-4.192225004730547322e-02,1.673279268101849071e-01
4.461061568097506036e-02,-4.204460927025491235e-02,1.671576537543126573e-01
4.473627938711864649e-02,-4.216698949284913844e-02,1.669869695807320586e-01
4.486194309326223956e-02,-4.228939067138325764e-02,1.668158745970865220e-01
4.498760679940583262e-02,-4.241181276195913480e-02,1.666443691118416337e-01
4.511327050554942569e-02,-4.253425572048570580e-02,1.664724534342861273e-01
4.523893421169301876e-02,-4.265671950267919954e-02,1.663001278745325773e-01
4.536459791783660489e-02,-4.277920406406348491e-02,1.661273927435183984e-01
4.549026162398019796e-02,-4.290170935997034141e-02,1.659542483530064838e-01
4.561592533012379103e-02,-4.302423534553970891e-02,1.657806950155861492e-01
4.574158903626738409e-02,-4.314678197571997220e-02,1.656067330446741037e-01
4.586725274241097716e-02,-4.326934920526832179e-02,1.654323627545150333e-01
4.599291644855457023e-02,-4.339193698875094124e-02,1.652575844601826549e-01
4.611858015469815636e-02,-4.351454528054336801e-02,1.650823984775804942e-01
4.624424386084174943e-02,-4.363717403483074325e-02,1.649068051234427734e-01
4.636990756698534250e-02,-4.375982320560812405e-02,1.647308047153351052e-01
4.649557127312893556e-02,-4.388249274668076794e-02,1.645543975716555196e-01
4.662123497927252863e-02,-4.400518261166443817e-02,1.643775840116352693e-01
4.674689868541611476e-02,-4.412789275398566746e-02,1.642003643553396619e-01
4.687256239155970783e-02,-4.425062312688209792e-02,1.640227389236688926e-01
4.699822609770330090e-02,-4.437337368340273785e-02,1.638447080383589327e-01
